Sentence,label
የት ሄዱ ጀንደርቦች,Literal 
የት ይገኛል,Literal 
የትምህርት ማህበረሰብ,Literal 
የትምህርት ስርአት ,Literal 
የትምህርት ጊዜ,Literal 
የትስስር ገጾች,Literal 
የትብብር ደብዳቤ ማያያዝ,Literal 
የትናንት አሻራ,Literal 
የትኛውን አካል ነው,Literal 
የትኛውንም ዓይነት,Literal 
የትውልድ ቅብብሎሽ,Literal 
የትውልድ ቦታ,Literal 
የትውልድ ቦታ,Literal 
የትውልድ ዘመነ,Literal 
የትውልድ ዘመነ,Literal 
የትየለሌ ነው,Literal 
የትዳር አጋር,Literal 
የትግል አጋር,Literal 
የትግራይ ጊዜያዊ አስተዳደር ፕሬዜዳንት,Literal 
የችግሩ ገፈት ቀማሾች,Literal 
የነበረችው,Literal 
የነገ ሰው ይበለን,Literal 
የኑሮ ውድነት,Literal 
የኑሮ ውድነት,Literal 
የኑሮ ዘይቤ,Literal 
የንስሀ አባት መያዝ አለብህ,Literal 
የንቅናቄ መድረክ  አካሂዷል,Literal 
የንግግር ለውጥ,Literal 
የንግግር ለውጥ,Literal 
የንጹሐን ሕይወት ,Literal 
የንፅፅር ጉዳይ,Literal 
የአመራርነት ቦታ,Literal 
የአማረኛ ፈሊጦች,Literal 
የአሰብ ወደብ ,Literal 
የአስክሬን ሽኝት,Literal 
የአባልነት መመዝገቢያ ፎርም,Literal 
የአባት ልጅ,Literal 
የአባትነት ምክራችንን እናስተላልፋለን,Literal 
የአነጋገሩን ጣዕም,Literal 
የአንድ ወገን ናቸው,Literal 
የአዕምሮ ቅኝት ነው,Literal 
የአእምሮ ጤና,Literal 
የአካባቢ ማህበረሰብ,Literal 
የአካባቢ ትውስታ,Literal 
የአካባቢ ትውስታ,Literal 
የአየር ሁኔታ,Literal 
የአይሁድ ፋሲካ ነበር,Literal 
የአይን ቆብ,Literal 
የአገር ሽማግሌዎች,Literal 
የአጋርነት ስምምነት,Literal 
የአፍሪካውያን የኩራት ቀን አደረሳችሁ,Literal 
የኢትዮጵያ ምንጮች,Literal 
የኢትዮጵያ ቋንቋዎች,Literal 
የኢትዮጵያ ትንሳኤ ,Literal 
የኢትዮጵያ ንግድ ባንክ,Literal 
የኢትዮጵያን ባህል ማስተዋወቅ ችለዋል,Literal 
የኢንቨስትመንት ኮሚሽን,Literal 
የዓለማችን ሀገራት,Literal 
የዓለማችን ቀዳሚ ባለጸጎች,Literal 
የኤሌክትሪክ መኪና መግዛት ይፈልጋሉ,Literal 
የኤሌክትሮ ሜካኒካል ,Literal 
የእምነቴ መግለጫ ነው,Literal 
የእሱ ስራ,Literal 
የእሳትነት ዕድሜ,Literal 
የእስልምና ሃይማኖት ,Literal 
የእስልምና ዩኒቨርስቲ,Literal 
የእኔ አካሄድ ብቻ ነው ልክ,Literal 
የእንጀራ ምጣድ,Literal 
የእውቀት ብርሀን,Literal 
የዕድሜ ባለፀጎች,Literal 
የእግር ጣት አምስት ነው,Literal 
የእግድ ውሳኔው በግል የተወሰደ,Literal 
የኦሎምፒክ ተወዳዳሪ,Literal 
የኦርቶዶክስ አማኝ ነን,Literal 
የኦሮሞ ጥያቄ ይመለሳል,Literal 
የከፋ የደም መፋሰስ,Literal 
የካፌ ሠራተኞች ነበሩ,Literal 
የክርስትናን አስተምህሮ,Literal 
የክብር እንግዳ ሆነው,Literal 
የክፋት ትራፊ,Literal 
የክፋትህ እርሾ,Literal 
የኮሬ ዞን,Literal 
የወለድ ነፃ የባንክ አገልግሎት ,Literal 
የወር ቀለብ,Literal 
የወር ደሞዝ,Literal 
የወር ገቢ,Literal 
የወርቅ ሀብል,Literal 
የወርቅ ሜዳልያ,Literal 
የወንጀል ምርመራ ውጤት ,Literal 
የውሃ ቀን,Literal 
የውል ስምምነት,Literal 
የውስጤ እውነት አመለጠኝ,Literal 
የውበት ሳሎን,Literal 
የውጭ ምንዛሬ ያስገኛል,Literal 
የውጭ ጉዳይ ዋና ፀሀፊ ,Literal 
የዉብ ዳር,Literal 
የዉድድር ምርጫ,Literal 
የዘር ፍሬ,Literal 
የዚሁ ፈተና ምዝገባ ,Literal 
የዚህ ዓመት ዓመታዊ ክፍያ,Literal 
የዛፍ ጥቅሞች ብዙ ናቸው ,Literal 
የዜግነት ክብር,Literal 
የደህንነት ድጋፍ ,Literal 
የደስታ ቤት,Literal 
የደረሰዉ ሰቆቃ,Literal 
የደረሱ ሰዎች,Literal 
የዲጂታል መታወቂያ ,Literal 
የድንጋይ ውርወራ,Literal 
የድፖርትመንት ተወካዮች,Literal 
የዶሮ መረቅ,Literal 
የጀመርከው አንተው ራስህ ነህ,Literal 
የጀመርክበት ቀን ነው,Literal 
የገባችሁ አስረዱኝ,Literal 
የገባችሁ አስረዱኝ እስኪ,Literal 
የጊዜ ገደብ ,Literal 
የጊዜያዊ ተኩስ አቁም,Literal 
የጋሀነብ እሳት,Literal 
የጋራ ነገር,Literal 
የጋራ እሴት,Literal 
የጋራ እሴት,Literal 
የግለሰቡን ሕገ-ወጥ ተግባር ,Literal 
የግል ንጽህና,Literal 
የግል ንጽህና,Literal 
የግራ ጎን,Literal 
የጎረቤት ጓዳ ,Literal 
የጓደኛ ተጽዕኖ,Literal 
የጠሉትን ጠልተህ የወደዱትን ብትወድ,Literal 
የጠላቶቻቸዉ ጥፋት,Literal 
የጠበቃ ሙያ የታወቀ ነው,Literal 
የጣሪያ ስር,Literal 
የጣት ቀለበት,Literal 
የጤና ችግር,Literal 
የጤና አይመስልም,Literal 
የጤና እክል,Literal 
የጥናት ምርምርና ማህበረሰብ,Literal 
የጥይት ፋብሪካው,Literal 
የጦርነት ሰለባ ,Literal 
የጸሎት መጽሐፍ ,Literal 
የፀጥታ ችግር ,Literal 
የፈተና ማዕከላት ምደባ,Literal 
የፊት መለዋወጥ አላየሁም,Literal 
የፍላጎት እና ምርት ,Literal 
የፍልስፍናና ሃይማኖት መደባለቅ,Literal 
የፍቅር ግንኙነት,Literal 
የፍቅር ግንኙነት,Literal 
የፎቶ ምንጭ,Literal 
የፓናል ውይይት,Literal 
የፖለቲካ እሳቤዎች,Literal 
ያለ አግባብ,Literal 
ያለበት አይደለም,Literal 
ያለው ርቀት ህዝብን ለማገልገል,Literal 
ያላቸው ታማኝነት,Literal 
ያላገባ ወንድ ነው ,Literal 
ያልሰማ ጆሮ ,Literal 
ያልተለመደ ግጭት,Literal 
ያልተፈተሹ ባህሪያት,Literal 
ያማረራቸው ነዋሪዎች,Literal 
ያሰባሰበ,Literal 
ያስቀሩባቸዉን ጥቅም,Literal 
ያብቃን አለ,Literal 
ያን ሀገር ሠሪ ,Literal 
ያክል አልቀራቸዉም,Literal 
ያዘወትሩ ነበር,Literal 
ያድማዉ መሪዎች ,Literal 
ያገልግሎት ጊዜ,Literal 
ይሄ ሃቅ ነው,Literal 
ይህ ዓይነቱ,Literal 
ይህን ሕዝብ,Literal 
ይህን መሠል ,Literal 
ይልቁንም የሚወገዝ ,Literal 
ይመለከታቸዋል,Literal 
ይመስገን ብቻ,Literal 
ይርዳን,Literal 
ይሸበሩ ጀመር ,Literal 
ይበለው,Literal 
ይወዳት ነበር,Literal 
ይዋጣላቸው ይመስላል,Literal 
ይዞ የተፈጠረዉ,Literal 
ይጨምረዋል እንጂ ,Literal 
ይፈልጉ ነበር,Literal 
ይፈጥራል ተብሎ ይታመናል ,Literal 
ይፋዊ ውይይት,Literal 
ዮሀንስን በመምህርነቱ,Literal 
ደህና ሁኚ,Literal 
ደህና ቆይተዉ,Literal 
ደማቅ,Literal 
ደማቅ ታሪካችን ,Literal 
ደማቅ ዝግጅቶች,Literal 
ደም እንዳይፈስ,Literal 
ደም ግፊት ,Literal 
ደሞዝ ደረሰ,Literal 
ደስ ብሎት,Literal 
ደስ ይላል በርቱ,Literal 
ደስተኛ ነች,Literal 
ደረጃ,Literal 
ደረጃ ላይ ይገኛል,Literal 
ደቂቃ በፊት,Literal 
ደቡብ ሱዳን ,Literal 
ደብረ በረከት,Literal 
ደብረ ወርቅ,Literal 
ደብረ ዘይት,Literal 
ደና ሁን,Literal 
ደን ጥበቃ,Literal 
ደካማ ጎን,Literal 
ደካማ ጎን,Literal 
ደካማ ጎን,Literal 
ደካማ ጎን,Literal 
ደጋ ዳሞት,Literal 
ደፋ ቀና እንላለን,Literal 
ደፍሮ ከመጣ,Literal 
ዱዓ ማድረግ አለብን,Literal 
ዲሲፕሊን የሌለው ሕልም,Literal 
ዳቦ,Literal 
ዳታቤዝ ትምህርት,Literal 
ዳኛዉ ነገሩን ተቀበለ,Literal 
ዳይ ወደ ሶላት,Literal 
ዳይሬክቶሬት,Literal 
ዳግማዊ ቴዎድሮስ ,Literal 
ዳግም ሊሰቃይ አይገባም,Literal 
ድላችን በተባበረ ክንዳችን,Literal 
ድምጽ ስንሰማ ፈርጣጭ ሆነናል,Literal 
ድርድር ለማድረግ ነው,Literal 
ድርጅት,Literal 
ድርጊቱ በወንጀል ,Literal 
ድርጊቱን በፈፀመው ,Literal 
ድብርት ትከናነባለህ,Literal 
ድብቁ ማንነት,Literal 
ድንቅ ትረካ,Literal 
ድንበር ተሻጋሪ ዕውቀቶች,Literal 
ድንገት ሳላቅድ,Literal 
ድንጋይ መወርወር,Literal 
ድንግል ማርያም ,Literal 
ድጋፍ ማግኘቱ,Literal 
ድፍረት የተሞላበት,Literal 
ጄኔራሎችን እንቅልፍ ነስቷቸዋል,Literal 
ጅማ አባጅፋር,Literal 
ጅማ አባጅፋር,Literal 
ጅምላ ጭፍጨፋ ,Literal 
ጅምር ሰላሙን ,Literal 
ጅቡቲ,Literal 
ገለፃ,Literal 
ገበሬዉ አረሰ,Literal 
ገበያው ህገ ወጥ ሰው ይበዛበታል,Literal 
ገብረ መንፈስ ,Literal 
ገብተው አላወኩም,Literal 
ገና አላገገመም,Literal 
ገንዘብህን,Literal 
ገጣሚ ሰው,Literal 
ገጹ ላይ,Literal 
ጉልበት ብዝበዛ,Literal 
ጉልበት ብዝበዛ,Literal 
ጉልበትህን,Literal 
ጉረኛ አይደለም ,Literal 
ጉባኤ ምን አለ,Literal 
ጉባኤ ተካሄደ,Literal 
ጉባኤያችን በአጽንኦት ይመክራል,Literal 
ጉባኤያችን እያስገነዘበ ,Literal 
ጉዞ ሄደ,Literal 
ጉዳቱ ምንድነው,Literal 
ጉዳት አስከተለ,Literal 
ጉዳይ,Literal 
ጉዳዮች,Literal 
ጊዜ ማሳለፍ,Literal 
ጊዜ ውስጥ ተግባራዊ,Literal 
ጌጣ ጌጥ,Literal 
ግለሰብ ላይ የደቦ ፍርድ ,Literal 
ግለሰብንና ተቋምን ,Literal 
ግለሰቦች,Literal 
ግላዊ እድገት,Literal 
ግልባጭ,Literal 
ግልባጭ አስገብተን ነበር,Literal 
ግማሽ ደርዘን,Literal 
ግምታዊ ሀሳብ,Literal 
ግሩም መፅሐፍ አለው,Literal 
ግሩፕ,Literal 
ግራ አጋቢ,Literal 
ግራ ክንፍ,Literal 
ግራ ገባኝ,Literal 
ግራ ገባኝ,Literal 
ግር ግር አልወድም,Literal 
ግሽ አባይ ከተማ,Literal 
ግቢ ጉባኤያት ,Literal 
ግቢ ጉባኤያት ዛሬ,Literal 
ግብር ከፋይ,Literal 
ግብር ይቀርባል,Literal 
ግንኙነት ያላቸው,Literal 
ግንኙነት ይፍጠሩ,Literal 
ግንኙነትህን ታበላሻለህ,Literal 
ግዴታ ጨርሰው,Literal 
ግድ የለሽ,Literal 
ግድ የለኝም,Literal 
ግድግዳውን አሳምሮ ሰራው,Literal 
ግጥም ፃፈ ,Literal 
ግጥምና ዜማ በመድረስ ክራር,Literal 
ጎመን መብላት ይወዳል,Literal 
ጎመን በስጋ,Literal 
ጎመን ዘር,Literal 
ጎመን ዘር,Literal 
ጎሰሳችን ከሽፎ እንጂ,Literal 
ጎን ለጎን,Literal 
ጎን አጥንት,Literal 
ጎጃም,Literal 
ጎጃም አዘነ,Literal 
ጎጃም አዘነ ለብሷል,Literal 
ጎጆ መውጣት እንዲህ ይከብዳል,Literal 
ጎጆህ ተሰይሟል,Literal 
ጎጠኝነት,Literal 
ጓደኝነት ጀመሩ ,Literal 
ጓደኞችህን ቀይር,Literal 
ጠላ ቤት,Literal 
ጠቅላይ ሚኒስትር,Literal 
ጠበል ሄደው ነበር,Literal 
ጠንካራ ጎን,Literal 
ጠንክረን ስለሰራን,Literal 
ጠፍር ለመጫኛ ያገለግላል,Literal 
ጠፍቶባቸዉ ይሸበሩ ,Literal 
ጣና ሀይቅ,Literal 
ጣና ሀይቅ ባህርዳር  ይገኛል,Literal 
ጣና ሞገድ,Literal 
ጣና ሞገድ ይችላል,Literal 
ጣእም ለወጠ,Literal 
ጣፋጭ ነገር,Literal 
ጤና ሚኒስቴር አሳውቋል,Literal 
ጤናማ ግንኙነት,Literal 
ጤንነት,Literal 
ጥላቻን ትንዳለህ,Literal 
ጥምቀት,Literal 
ጥሩ ሃሳቦች አሉት,Literal 
ጥሩ ሽያጭ,Literal 
ጥሩ ነው,Literal 
ጥሩ አይደለም,Literal 
ጥሩ እድል,Literal 
ጥሪያችንን,Literal 
ጥቁር ሰሌዳ,Literal 
ጥቁር አዝሙድ,Literal 
ጥቁር ካልሲ,Literal 
ጥቂት ሰዎች,Literal 
ጥቂት አመታት,Literal 
ጥቂት ዝምታ ,Literal 
ጥቂት ደጋፊዎች,Literal 
ጥቂት ገንዘብ,Literal 
ጥቂቷን ይጠይቃሉ,Literal 
ጥቃት ማለፉ,Literal 
ጥቅል ጎመን,Literal 
ጥቅል ጎመን ይበላል,Literal 
ጥቅም የሌላቸው,Literal 
ጥቅም ፈላጊ,Literal 
ጥቆማዎች,Literal 
ጥበብ,Literal 
ጥብቅ ማሳሰቢያ ,Literal 
ጥናታዊ ጹሁፍ,Literal 
ጥናታዊ ጹሁፍ,Literal 
ጥናት ማድረግ አለብህ,Literal 
ጥዑም ጊዜ ላይ ነበርን,Literal 
ጥያቄ ይሄ ነው,Literal 
ጥያቄና መልስ ውድድር,Literal 
ጥፋተኛዉ እኔ ነኝ አለ,Literal 
ጥፋት ማየት አልፈልግም,Literal 
ጥፋትን በሌላ ጥፋት,Literal 
ጨለማ,Literal 
ጫናዎች,Literal 
ጭስ አባይ,Literal 
ጭንቀት,Literal 
ጭንቀት ላይ የሚጥል ሁኔታ,Literal 
ጸሀፍተ ትእዛዛት ,Literal 
ጸሎት መጸለይ,Literal 
ጸረ ሙስና,Literal 
ጸጉሯ ያምራል,Literal 
ፅሁፎችን,Literal 
ጽህፍት ቤት,Literal 
ጾምን,Literal 
ጾታዊ ጥቃት,Literal 
ጾታዊ ጥቃት,Literal 
ጾታዊ ፍቅር,Literal 
ፈሊጣዊ ንግግሮች ,Literal 
ፈራጅ አይደለንም,Literal 
ፈር ተደርገው,Literal 
ፈር እየያዘ ነው,Literal 
ፈቃደኛ,Literal 
ፈቃድ,Literal 
ፈተና መቀመጥ  ,Literal 
ፈተና ማዕከል,Literal 
ፈተና እየተፈተኑ,Literal 
ፈተና ጣቢያ,Literal 
ፈተናው,Literal 
ፈተናዎች,Literal 
ፈጣሪ አይደለም ,Literal 
ፈጣሪዬን አመሰግነዋለሁ,Literal 
ፈጽሞ አይገባም,Literal 
ፊታዉራሪ መሸሻ,Literal 
ፊት ለፊት ,Literal 
ፊቷ ሳይለዋወጥ ትክ ብላ አየችኝ,Literal 
ፊቷ ያምራል,Literal 
ፊደላት አሀዞች,Literal 
ፋሲል ከነማ,Literal 
ፋሲል ከነማ ውስጤ ነው,Literal 
ፌስቡክ,Literal 
ፍራሽ አዳሽ,Literal 
ፍርሀት ነው,Literal 
ፍርሃት የለባቸውም,Literal 
ፍርድ ቤት,Literal 
ፍቅር,Literal 
ፍትሀዊነት የጎደለዉ ,Literal 
ፍኖት እንደሌለው,Literal 
ፎቶ ኮፒ,Literal 
ፎቶ ኮፒ,Literal 
ፒያሳ በሚገኘው,Literal 
ፓለቲካዊ ተሳትፎ,Literal 
ፖለቲካ,Literal 
ፖሊስ,Literal 
ፖሊቲካዊ እንቅስቃሴዎች ተቋርጠዋል,Literal 
ፖስታ ቤት,Literal 
ቪድዮውን እያየሁ ነበር,Literal 
ሀ ሳይሉ ጥፈት ውል ሳይዙ ሙግት,Proverb
ሀ ባሉ ደሞዝ በሉ,Proverb
ሀሜተኛ ያፍራል ሀስተኛ ይረታል,Proverb
ሀምሌ ቢያባራ በጋ ይመስላል,Proverb
ሀምሌና ሙሽራ ሳይገለጡ ነው,Proverb
ሀምሳ ሎሚ ለአንድ ሰው ሸክሙ ለሀምሳ ሰው ጌጡ,Proverb
ሀሰተኛ በቃሉ ስደተኛ በቅሉ,Proverb
ሀሰተኛ ያወራውን ፈረሰኛ አይመልሰውም,Proverb
ሀሰት ቢናገሩ ውቃቢ ይርቃል,Proverb
ሀሰት ነገር ክፉ ገሀነም እሳት ትርፉ,Proverb
ሀሰት አያቀላ እውነት አያደላ,Proverb
ሀሰትና ስንቅ እያደረ ያልቅ,Proverb
ሀሳቡ ጥልቅ ነገሩ ጥብቅ,Proverb
ሀሳብና መንገድ ማለቂያ የለውም,Proverb
ሀስት እያደር ይቀላል እውነት እያደር ይበራል,Proverb
ሀረጉን ሲስቡት ዛፉ ይወዛወዛል,Proverb
ሀረግ ለመዳፍ አልጋ ለምንጣፍ,Proverb
ሀብታም ለሀብታም ይጠቃቀሱ ድሀ ለድሀ ይለቃቀሱ,Proverb
ሀብታም ለሰጠው ደሀ ይንቀጠቀጣል,Proverb
ሀብታም ሊሰጥ የደሀ ቂጥ ያብጥ,Proverb
ሀብታም በመመጽወቱ ድሀ በጸሎቱ,Proverb
ሀብታም በከብቱ ድሀ በጉልበቱ,Proverb
ሀብታም በወርቁ ድሀ በጨርቁ,Proverb
ሀብት የጠዋት ጤዛ ነው,Proverb
ሀኪም ሲበዛ በሽተኛው ይሞታል,Proverb
ሀዘንሽ ቅጥ አጣ ከቤትሽ አልወጣ,Proverb
ሀዘንሽ ቅጥ አጣ ከቤትሽ አልወጣ,Proverb
ሀይለኛ ውሀ አሻቅቦ ይፈሳል,Proverb
ሀጢአት ሲደጋገም ጽድቅ ይመስላል,Proverb
ሁለተኛ ጥፋት ቆሞ ማንቀላፋት,Proverb
ሁለቱን የተመኘ አንዱንም አላገኝ,Proverb
ሁለቴ ሰላምታ አንዱ ለነገር ነው,Proverb
ሁለት ሞት መጣ ቢለው አንዱን ግባ በለው አለ,Proverb
